text,CEFR
"Liebe Julia,                                        13.03.2012
     Letzte monad habe ich ein plan gemacht nach Polen fahren, und habe ich mein ticket schon gekauft. Das sollte am näechste wochenende, am Samstag um 10.00 aus Stadt X nach Stadt Y.
     Leider muss ich meine plan zu wecseln weil ich werde sehr beschäftig sein;  werde ich ein termin mit meinem Direktor haben.
     Wolltest du mein fahrkarte abholen? Die Angaben auf das Verkehrsmittel findest du zusätzlich mit email.
 Viel Spaß
Deine Maria",B1
"DIE MEISTEN UNIVERSITÄTSABSCHLÜSSE SIND NICHT PRAXISORIENTIERT UND BEREITEN DIE STUDENTEN NICHT AUF DIE WIRKLICHE WELT VOR . SIE SIND DESWEGEN VON GERINGEM WERT . "" Lernen , lernen und noch einmal lernen "" ( Lenin ) Dieses Zitat höre ich seit meiner Kindheit , aber was muss man eigentlich lernen ? In der Schule lernen die Kinder solche Sachen , die sie überhaupt nicht brauchen . Diese unnützlichen Sachen sind auch kompliziert und es ist auch schwer diese ganze Information zu behalten . Und wozu brauchen die Kinder diese Kopfschmerzen ? Um klüger zu sein ? Neeee , ich würde sagen um nichts vom Leben zu verstehen . Mein Neffe ist ein gutes Beispiel : der ist in der ersten Klasse . Das Programm ist ziemlich kompliziert . Die Schule macht ihm nicht mehr Spaß , er ist von seinen Hausaufgaben überdrüssig . Während er seine Hausaufgabe macht , beisst er immer in den saueren Apfel . Es gibt ein gleiches Problem bei meiner Nichte , die in der siebten Klasse lernt . Die hat schon Kopfschmerzen , sie schläft wenig , weil sie viele Hausaufgaben bekommt . Die Kinder wollen nichts mehr lernen und wer ist eigentlich daran schuldig ? Die Regierung , die gleichgültig ist oder wir , die gegen dieses Unrecht nichts machen ? Jedes Jahr ändert man das Programm . Es wird schwerer und schwerer . Jetzt ist das System : Vom Komplizierten zum Einfachen ... Ein solches Problem ist auch an der Universität zu treffen . Jetzt studiert man nach dem Boloniasystem . Das System , finde ich , ist total blödsinnig . Diesmal hat die Regierung mit ihm ( dem Programm ) ins Fettnäpfchen getretten . Die Studenten sollen alles allein studieren und dann das , was sie studiert haben , wiedergeben . Sie lernen nur Theorie aber machen keine Praxis , deshalb ist es so schwer für sie einen Arbeitsplatz nach dem Universitätsabschluß zu finden . Heutzutage studiert man alles aber weiß man nichts . Meiner Meinung nach muss man lediglich einen Bereich studieren und sich in ihm gut kennen . Nur dann kann man sich besser im Leben orientieren und etwas Nützliches für die Gesellschaft und für sich selbst machen . Alle Arbeitsgeber brauchen keine Theorie , sondern die Verwendung von unseren Kenntnissen . Und eben das muss man an der Universität studieren . Ich würde gern sagen : "" PRAXIS , PRAXIS UND NOCH EINMAL PRAXIS "" .",C1
"Die finanzielle Entlohnung eines Menschen sollte dem Beitrag entsprechen , den er / sie für die Gesellschaft geleistet hat . In der modernen Gesellschaft ist es viele Diskussion gegeben zum Thema "" ob Menschen wirklich ihren Lohn verdienen "" . Mit großen Kluften zwischen den Reichen und Armen in vielen so genannten "" zivilisierten "" Ländern , ist diese Behauptung nicht sehr schwierig zu verstehen . Sollten Schauspieler und Fußballer zum Beispiel , so eine Menge Geld mehr als einen Arzt oder einen Lehrer verdienen ? Bieten uns Müllsammler und Straßenputzer nicht einen nötigen Dienst an ? Wo liegt den Schuld dafür ? Viele würden auf die Politiker hinweisen , andere auf das kapitalistische System . Wir müssen uns auch fragen , ob die These des oberliegenden Titels heutzutage wirklich erreichbar sei , weil in diesem politischen Klima , wer hat die Macht , solche Entscheidungen über Lohne und entsprechende gesellschaftliche Beitrage eigentlich zu treffen ? Wir werden zu einem größeren Tief über diese Meinung im Lauf des Aufsatzes debattieren . Ich werde zwei weltbekannte Länder als Beispiele der Entfernung zwischen Reich und nicht so reich zitieren - nämlich Großbritannien und die USA . Diese Länder sind zwei der wirtschaftlich reichsten Staate auf dem Erde , aber viele Kommentäre würden sagen , die Fehler ihres sozialen Systemes seien offensichlich zu bemerken . In den USA und Großbritannien , verdienen diese Sport- und Showbizstars ein Vermögen . Wir wissen wegen der Klatsch und Tratsch Presse . Was machen sie eigentlich für die Gesellschaft ? Manche würde "" nichts "" dazu beantworten . Sie liefern ja einen gewissen Dienst - sie geben uns eine Pause vom Alltagsleben aber die Preisen wir bezahlen vertreten nicht eine wahre Würde , besonders wenn man daran nachdenkt . Ihre Industrie ist nötig aber nicht so nötig wie das Krankheitswesen . In Großbritannien müssen die Krankenpfleger unglaublich lange Schichte jeden Tag arbeiten und sie bekommen kaum genug Geld für den Arbeitsstreß zurück . Sie müssen aber die Leben von Menschen ständig schutzen ! Die Sportsstars können normalerweise in ihren Palasten faulenzen und durch ihre Geldbergen schwimmen , während Herr 1-Euro-Job wirklich kämpfen muß , nur zu überleben . In der Vergangenheit , gab es nicht so eine übertriebene Kluft zwischen den Superstars und den ordentlichen Bürger wegen Lohnbeschränkungen in der Fußball-Industrie , zum Beispiel , aber jetzt hat die Gesellschaft sich alles im Himmel wachsen galassen . Meiner Meinung nach ist das Problem in Großbritannien sehr pervers , weil die Leuten die einen wirklichen Dienst der Gesellschaft ausüben , bekommen die geringsten Lohne . Wer ist ihren Chef - die Regierung ! Leider , scheint es als ob einen wahren Dienst der Gesellschaft zu liefern als einen Art Opfergang gilt . Entweder wählt man für den Staat zu arbeiten , oder in einem Freimarktunternehmen , wie einen Bank oder einen Supermarkt , je nach seiner Ausbildung . Deshalb , könnte man bestreiten , die Lehrer seien die wichtigsten Beiträger der gesellschaft . Lehrer lehren und haben eine sehr große Rolle zu spielen , wenn es zum Thema Ausbildung kommt . In den meisten Ländern heute , ist das Entscheidende seines Karriereweges seine Ausbildung . Mit einer guten hat man eine bessere Möglichkeit , ihre finanzielle Entlohnung zu steigen . Leider in diesem verrückten Leben ist den Zustand umgekehrt , sodass die Schüler später höher in der Lohnligatabelle als ihre Lehrer sitzen . Diese Stelle ist unglücklicherweuise wegen der Rolle des Ich gestaltet . Der Individuell in der Gesellschaft macht sich keine Sorgen um die anderen Leuten in der Gesellschaft . Wir haben alle unsere eigene Pläne im Leben - neues Auto , neues Haus und in einem kapitalistischen System gibt es kein Platz an sozialen Verantwortungen nachzudenken . Jeder will saubere Gehwege haben , also der Mann , der die Hundeunfälle von der Straße aufräumt , ist genauso so wichtig wie jeden anderen Menschen , obwohl manche schicke Leuten anders glauben würden , bis sie mit ihren nagelneuen teueren Schuhen in einen Hundengeschenk treten ! Vielleicht wäre einen Art des Kommunismus , wo jeder einen ähnlichen Lohn bekommte , eine gute Idee . Ich meine aber , dass es zu viele Egoismus in der modernen Gesellschaft gibt , um einen günstigen Mittelweg zwischen den Fußballstars und den Straßenputzern zu finden .",C1
"Stadt X, den 04.01.2012
Sehr geehrte Damen und Herren,
Ich suche eine neue Wohnung. Ich bin verheiratet und habe Ich drei Kinder. Ich möchte meine Wohnung mit drei SchlafenZimmer und Groß Wohnzimmer. auch davon große Küsche und Zwei Bad. Am mindesten möchte Ich ein Balkon an die Wohnung.
Können Sie bitte mir sagen, wie viel Kostet am monat und wie viel Nebenkosten. Ich mochte Warm miete.
Vielen dank for Ihre Mühe
Mit freundlich Grüßen
Eva",A2
"Wohnungsamt                             10.03.12
Bahnhofsstr. 123
12345 Stadt X
 
Michael Meier                                             Die Anzeige von BLABLA.
Zentralplatz 100                                            ZF 999999.
12345 Stadt X
Sehr geehrt Damen und Herren.
Ich habe Ihre Anzeige gelesen. Aber gibt es Keine informationen über Zimmer. Ich möchte 5-ZW. Wie viele Zimmer hat die Wohnung? Und hat sie auch Balkon? Und wie hoch die Miete? Ich kann 700.- € pro Monat bezahlen. Können wir Besichtigungstermin vereinbaren?
Mit freundliche Gruße. Vielen Dank.
Michael Meier",A2
"Hallo, Julia,
wie gehet´s dir? Mir gehts gut, aber ich habe ein Problem. Am Wochenende wollte ich nach Stadt X fahren. Ich habe schon die Bahnkarte gekauft. Aber jetzt kann ich nicht fahren, meine Schwester hat mich angerufen, sie will mich am Samstag besuchen Möchtest du nach Stadt X fahren?
Ruf mich schnell an und ich schicke dir meine Bahnkarte.
Ich kusse dich
Deine Freundin Katharina.
Stadt Y, 5. Dezember 2012",B1
"Stadt X, 13.01.2012
Lieber Michael,
ich wünsche Dir noch einmal alles Gute im neuen Jahr.
An Silvester bin ich mit meinem Mann und mit meinen Freunde nach Party gegangen. Wir haben zusammen gefeiert. Wir haben ganze Nacht gegessen, getrunken und getanzt. Wir hatten viel Spaß. Meine Wünsche für das neue Jahr ist eine neues Haus zu kaufen. Ich und mein Mann können nicht langer in unsere Wohnung wohnen. Alles werde kaputt. Wir müssen schnell umziehen. Ich hoffe, dass wir ein schönes Haus finden.
Ich arbeite weiter als Krankenschwester. Das macht mir Spaß, mit Leute zu arbeiten. Ich mag Leute helfen. Unsere Patienten sind sehr nett und freundliche. Und wir haben neue Chefin. Sie ist sehr nett. Wir können im Mai treffen. Das ist sehr schön Monat. Ich habe Zeit am jede Wochenende. 
Das wäre super, dich zu treffen, Wir werden viele interessante Sache machen, zum Beispiel; schöne Stadt besuchen, ins Kino gehen oder im Restaurant essen.
Ich warte auf Deine Antwort,
Liebe Grüße
Katharina",B1
"Stadt X, 28.02.2012
Liebe Dana
wie geht dir? Ich habe deine Brief bekommen. Glückwunsch zur deine prüfung, Ich bin schietoll für dich, für mir, get mir gut und Ich finde sehr gut dass deine tante und onkel besucht in Istanbul hat, und was Ich wüsche in istanbul ist dass eine Mütze, Mütze finde ich schön. Ich habe auch meine verwandten in der Schweiz und manchmal gehe Ich zu besuch und wenn Ich besuch gehe in die Stadt sehen was dagibt finde Ich sehr interessant, wenn du heir bist, Ich komme zur besuch niest Monat.
Viele Grüße
Maria",A2
"Das Thema des Aufsatzes ist so interessant, dass ich mich gerne damit beschäftigen werde. In meiner Arbeit geht es um das Thema „Ist es sinnvoll, auch im Ausland die Traditionen seines Heimatlandes fortzusetzen, oder sollte man sich an der Kultur des Gastlandes orientieren?""
Ich denke, da müssen wir Folgendes unterscheiden: Aus welchen Land und Kultur man kommt. Wie sind uns die Traditionen unseres Heimatlandes wichtig. Mir scheint in diesem Fall, dass die Menschen die aus Asien oder Indien stammen habe ihre Traditionen tiff im Herzen. Die werden ziemlich oft versuchen ihre Kultur ins Ausland fortzusetzen. Ich finde, dass manche Traditionen sollen ins Ausland mitgebracht werden. Wir, die in Europa wohnen , können einige Traditionen über den Orient erfahren, ohne verreisen zu müssen. Wir kennen einfach in die Asiatische, Indische oder Mexikanische Restaurant gehen und das Essen anderen Länders genissen. Das beurteile ich ganz positiv. Leider es gibt auch ganz viele Nachteile, wenn die Ausländer ihre Traditionen fortzusetzen wollen, wie z.B. Frauen die aus dem Muslimischen Ländern kommen und uns ihre Gesichter nicht zeigen wollen, weil Sie einen Kopftuch und einen Gesichtschleier tragen. Das finde ich nicht in Ordnung, weil unter einem Gesichtschleier auch ein Man sein kann und vielleicht ein Gefahr für die Umgebung ist. Das kann ich überhaupt nicht nachvollziehen, weil das kein Respekt von dem Gastland ist. Anschließend lässt sich feststellen, dass jeder, der ins Ausland geht soll sich ein bischen an der Kultur des Gastlandes orientieren. Wir sollen immer die Grenze anerkenne, was wir aus unserem Heimatland mitbringen und fortsetzen können.",C1
"Kultur??? Je mehr ... desto Besser! 
Guten Tag, liebe Leseinnen und liebe Lesern!
Die Traditionen, die wir in unserem Heimatland noch als Kind lernen, sind ein großes Teil von unserer Verhaltung, und sie beeinflüssen immer unsere Ansicht des Lebens. Aber wenn man in einer anderen Kultur mit unterschiedlichen Traditionen sich anpassen muss, dann gibt es Konflikt zwischen unseren Werten und es lösst sich nicht so einfach auf.
In solchen Fälle kommt man auf die Frage: Soll ich weitermacher wie immer oder soll ich mich was neues probieren lassen? Wie alle meine neue Freunde machen? Es fällt man schwer eine „richtige“ Antwort zu finden, man kann aber die Vorteile und die Nachteile abwägen.
Wenn jemand im einem anderen Land lebt, werden vor ihm im Alltag viele neue Sache und Situationen gestellt. Dann muss diese Person mit dieser Sache oder Situation besser, wie es möglich ist, angehen. In Manchen Fälle, kann er wie in seinem Heimtland reagieren, aber in anderen Fällen nicht. Sont kann er schlecht interpretiert werder und die Sachen werden nicht gut laufen.
Im Gegensatz zu diesem Nachteil, gibt es auch die möglichkeit für was anders erleben und kennenlernen. Das heißt z.B wann man an einer neuen Kultur sich orientieren lässt. Da man einfach aufgeschlossen für die Leute, die Kultur, eine Ansicht ist. Schaut man von neuer Perspektiven und erlebt man auch viel mehr.
Es ist schön, wenn man unsere Tradiptionen liebt, sie überall erträgt und weiter reichen kann. Aber es ist noch schöner, wenn man andere Tradiotionen kennenlernt, probiert und wenn sie gut sind für uns hält, ohne die andere und die eigene Identität zu verlieren, nach meiner Meinung.
„Wiederlesen“ J.Maria",B1
"Lieber Michael,
ich freue mich sehr, weil ich deinen Brief bekommen habe. Ich wünshe dir alles gute zum neuen Jahr. Und ich hoffe dich auf deine Ausbilldung viel Spaß. Ich habe keine neue Arbeit gesucht, aber ich finde meine Arbeit ist immer noch gut weiter. Es gibt gute verdin, mein Chef ist sehr net, die Kollegen sind freundlich. Ich würde gerne Euch zubesuch. wann kommt ihr zum mir? Ich habe viele Glückwunsch",B1
"Stadt X 5./3/2012
Liebe Dana
viele donke für den Brief. Meine Liblingin Freundin Dona, Vi geht es dir. deine Elterin sind alle gud, wi ist das anbient in der Ausland, ich Finde du freu sich. Mit deine Ältarin, ich auch vollte ein mal in stanbull gehen, ober ven hobe ich Ferien vieleich. gehe ich dort. Danke schön För mir was hat deine tante gadacht, ich wil du uns deine Älterin sind alle gut. Ich wünche euch einen schönes zeit, und mir schönes Ferien. ich hofe wir bleiben sehr gut Freundin. Ich moche alles Für dich wos broch.sdu Fon mir
viele grüße
Maria",A2
"stadt X 05,01'2012
Liebe Julia,
ich habe eine fahrkarte fur einen Wochenendausflug. Ich will nach Stadt  X fahren,  Weil ich mit freunden zum Zenturm spazern gehen. Leider Kann ich nicht fahren, weil mein Vater am Wochenende besuchen will. Mein Bus will am 07,01,2012 fahren. Es will am 7:00 Uhr fahren. ich möchte diese karte verkaufen, Wen du diese karte möchtest, rauf mir an bitte.
Mit freundlichen grüßen
Eva",A2
"Liebe Silke,                                          Stadt X, den 23.02.2012
danke für dein Brief und deine Einladung. Ich freue mich für deine Familie, das alles geht ganz gut. Uns geht es auch gut. Stefan arbeitet schon in einer großen Firma 4 Monate in Stadt Y.
Michael war gestern Morgen für ein Bewerber gespräch zu Firma X aber keine Antwort noch. Er hat bereits 23 Jahre, aber mit viel Freude mit seiner Katze gespielt wird. Er wollte unbedingt auch ein Hund haben.... aber ich will auch ein Hund. Vileicht haben wir einen gemeinsamen Hund.
Es ist möglich, wenn ich gesund werde, im April besuche ich dich.
Hoffentlich bis bald
Eva",B1
"Liebe Julia,
am diese  Wochenende habe ich einen Ausflug nach Berlin geplant.
Ich habe eine Fahrkarte für Wochenendenausflug. im Angebot gekauft. Leider ist es nicht so gelungen, wie ich es wollte.
Ich möchte dich fragen vielleicht kannst du meine Fahrkarte benutzen, weil du schon am Wochenende deine Eltern in München besuchen wolltest. Bitte schreib mir zurück.
Einen schönen Gruß von deiner Freundin
Eva",B1
"Stadt X, den 04. Januar 2012
Sehr geehrte Damen und Herren,
mein name Müller. Ich möchte eine Wohnung suchen. Ich brauche drei Zimmer. Ich möchte ein Wohnzimmer groß und hell. Ein Kinderzimmer und ein Schlafzimme nicht groß aber sind auch hell. Ich möche ein Schlafzimmer mit einen Balkon. Und ich brauche eine Wohnung auf dem Zweite geschoss. Diese Wohnung muss nicht mehr 500€ pro monat. Bitte Rufen Sie mir am Abend von 18 bis 22 Uhr an. Mein Telefonnummer...
Mit freundlichen Grüßen
E. Müller",A2
"Liebe Dana,
sehr Dank für deine Brief. Ich wünsche dier viel Glück für deine Prüfung. Für dich ist es nicht schwer. Ich besuchen dir sehr gern. Istanbul ist sehr schönes Stadt. Bringt mir bitte eine Rote Jacke mit die Große Blaue Blumen. Und noch mal vielen Dank.
Ich bin jetzt schon 7 Monaten in Stadt X. Ich bin hier alleine. Nur mit meine Schwester und ihren kind. Meine ganze Familie blieb in Tschechai. Meine zweite Schwester, Vati, Mutti und Opa. Aber ich Lebe hier gern. Ich habe hier gute Arbeit und sehr nette Arbeitskollegen. Es tut mir leid, aber ich muss schon endet. Ich muss in die Arbeit gehen. Schreibe mir gleich.
Viele Grüße
M.",B1
"Gutentag. Aber das ist ja ein interessantes Thema! Jeder formuliert auf diesem Internetforum jedoch schnell eine Pauschal. Meinung. Aber stützen diese auf eigenen Erfahrungen? Ich bin in 2006 von der Niederlande in der Schweiz gezogen und darum glaube ich, ich kann einiges zu dieser Diskusion beitragen. Erstens müss man als Ausländer bewusst sein, dass man hier zu Gast ist. Nicht nur das Lernen der Sprache ist eine absolute Bedingung, sondern auch das Interesse zeigen in der neuen Kultur mit seinen Gepflogenheiten. Die Einwanderung hält die Gesellschaft immer wieder einen Spiegel vor. Was sind die Werte einer Gesellschaft? So muss sich die Gesellschaft sich immer wieder neu definieren. Das macht eine Gesellschaft dynamisch. Darüberhinaus hat die Einwanderung der Schweiz einen wirtschaftlichen Aufschwung ermöglicht.
Was man in den privaten Raumlichkeiten macht, ist eine persönliche Angelegenheit. Hier kann und darf man nicht eingreifen.
Zusammenfassend kann ich sagen, dass ich eine begrenzte Einwanderung begrüsse und man muss die Traditionen aus dem Heimatland privat ausleben können.
Weil man die Indentität  nicht auslösen kann, und zudem eine Bereicherung ist fur den neuen Heimatland. ist.
Freundliche Grüsse 
Friedrich Meier",C1
"Ein Thema : KRIMINALITÄT ZAHLT SICH NICHT AUS . Kriminalität bezieht sich auf einem Situation , in dem man ein Aktivität macht , das gefährlich und schädlich ist , gegen andere Leute . Z. B. wenn man Geld , Land usw gestohlen hat , oder jemand getötet hat , das macht den man ein Kriminal . Auch wenn man , ein Auto schlecht gefährt hat z. B wenn es einen Unfall gibt , macht der Autofahrer einen Kriminal . Ich bin der Meinung , daß Kriminalität zahlt sich nicht aus . Es gibt verschiedene Formen der Kriminalität ; die beste Beispiele steht im Bibel . Wir finden , daß Gott man verbotten hat , zu stehlen , jemand zu töten , zu lugnen , Lust für ein mans Weib oder Land oder Belohnungen zu haben , und s. w. Heute , auch wie in Vergangens Zeit , gibt es ein Situation , wo es gibt zwei Gruppen von Leute : die Reichen und die Armen . Die Gesellschaft will immer diese Gruppen haben , so lange daß das Wirtschaftliche Verschiedenen existiert . Die Reichen werden reicher , und die Armen werden ärmer , deshalb die arme Leute bekommen geringers Geld , und des wegen ist das Kriminalität hoch , in Kenia zum Beispiel ; weil die Armen wurden reich zu werden , aber die Reichen werden reicher . In unsere Regierung bekommen die "" Ministers "" zu viel Geld , aber die Armen arbeitet mehr und länger und bekommen wenig Geld . Die selben "" Ministers "" finden sich in grpße "" Scandals "" wie die Goldenberg und Anglo Leasing , und endlich finden diese Ministers sich Arbeitslos , weil sie viel Geld gestohlen haben . Anderseits , die Armen wollen reicher werden , und deshalb rauben sie die Banks , Büros und Leute im Straßen , aber dann im Unglück , sie können ihre Leben verloren z. B durch "" mob justice "" und s. w. Andere Beispiele im Auserland ist der bekannte Kriminal , der Saddam Hussein heißt . Er hat viele Leute getötet und heimatslos gemacht . Er hat andere Länder wie der USA gebombt und gesteuert . Also , wenn er bei den USA Soldaten gefindet wurde , ist er jetzt ein Kriminal . Bald wird er auch tot werden .",B2
"Liebe Julia,
wie geht´s? Ich habe eine Frage für dich. Ich habe eine Fahrkarte nach Stadt X aber leider kann ich nicht fahren weil ich am Samstag mein Unterricht habe. Möchtest du vielleich die Fahrkarte nach Stadt X mit einem Flugzeug fliegen? Ich habe gehört, dass ein Schluss dort war. Möchtest du vielleicht das Schluss besichtigen?
Ich warte auf deine Antwort.
Bis bald,
Michael Winkelmann",B1
"Liebe Julia,
Ich habe eine Fahrkarte für einen Busausflug nach Stadt X gekauft, aber kann nicht leider fahren. Meine Schwester hat der Datum ihres Hochzeits für die nächste Woche gewechselt und ich muss dort sein. Möchtest du fahren? Es gibt das Möglichkeit dass du mit deinem Mann fährst. Die Fahrkarte ist für der letzte Woche des Dezembers, so antwort mir bitte schnell, ob du fahren möchtest.
Viele Grüße
Stefan",B1
"Wohnen in Stadt X kann ein sehr schönes Erlebnis sein. Aber man muss vorsichtig sein, weil wenn man bei der Suche auf gewisse Sachen nicht aufpasst, könnte man ein schwieriges und sehr toyeres Erlebnis haben.
Stadt X ist eine ziemlich große Stadt. Das heißt, man muss am besten am Anfang ein bestimmtes Stadtgebiet wählen, und die Suche nur auf dieses Gebiet beschränken. Aber wie kann man wissen, welche Stadtteil für sich der bester ist? Es kommt natürlich darauf an, ob man Kinder hat, ob man in der Nähe vom Kneipen und Restaurands oder lieber in der Nähe vom Arbeitsplatz wohnen mochte, ob man mieten oder kaufen möchte, u.s.w.
Wenn Sie in der Nähe von unsere Büro wohnen mochen, damit Sie zum Fuß zur Arbeit gehen könne, dann müssen Sie im Zentrum wohnen. Aber man muss darauf achten, dass die Preise für Miet- sowie Eigentumswohnungen im Zentrum sehr hoch sind. Dafür hat man aber eine sehr höhes Lebensqualität, denn man sparrt nicht nur Zeit jeden Tag auf dem Weg nach und von der Arbeit, aber man wohnt in das lebendigste Teil der Stadt, mit viel Restaurants, Kinos, Museen, u.s.w. Wohnen im Zentrum ist von daher besonders empfehlenswert für Einzelpersonen, die eventuel mit weniger Platz gut auskommen können, und viel Freizeit haben, die Stadt zu genießen. Für Familien ist es wahrscheinlich besser, in einem Vorort von Stadt X zu wohnen. Man muss in dem Fall natürlich pendeln, aber dafür könnte man eine größere Wohnung oder Haus mieten oder kaufen, und hat mehr möglichkeiten eine Schule für die Kinder zu finden. Ob man Mieten oder Kaufen möchte, kommt darauf an, wie lange man bleiben will. In beiden Fällen, sind die Kosten in Stadt X leider sehr hoch.",C1
"Seit lange ist es beruflich unmöglich keine fremsprache zu können. Im letzten Jahrhundert war es nicht mehr nur Englisch und Französisch Pflichtig, am Ende hatte die Spanischesprache eine wichtige Rolle gespielt. Heute kann jeder mindesten einer dieser Sprachen und wer sich differenzieren will, muss eine andere Möglichkeit finden, und Deutsch ist meiner Meinung nach die richtige Entscheidung, weil Deutschland genug Angeboten in viele gute Universitäten und in verschiedene Bereiche anbietet. Andere deutschsprachige Länder, wie Österreich, haben genauso wie Deutschland weltweit filialindustrie. Das wäre auch ein Argument, um Deutsch zu lernen.
Maria Meier",B2
"Müller Maria Katharina
Zentralplatz 12
12345 Stadt X
Aupairsglobal
Bahnhofstr. 101
65185 Wiesbaden
                                  Stadt Y, 10.10.2011
Ihre Werbeanzeige: Internationale Au-pair Vermittlung
Sehr geehrte Damen und Herren,
ich habe Ihre Werbeanzeige gelesen und interessiere mich für eine Au-pair-Stelle in Deutschland. Mein Name ist Müller, ich bin verheiratet und habe ich selber drei Kinder. Als Beruf bin ich Krankenschwester. Ich bin siebenundzwanzig Jahre alt. (27)
Bitte schön, mehrere Informationen geben Sie mir. Wegen Aufenthaltsformalitäten möchte ich punktuell meine Aufgaben kennen. Was soll ich im Haushalt und auch bei der Kinderbetreuung helfen? Und andere Frage ist: soll ich deutsche Sprache gut sprechen, weil ich eben ein Deutschkurs besuche? Wegen die Freizeitaktivitäten haben Sie einige Angebote? Ich möchte in meiner Freizeit im deutsche touristische Städte fahren. Sie könnten mich unter mein Handynummer: 0123 456789 erreichen, oder auf meine Email Adresse: maria.meier@internet.de
Mit freundlichen Grüßen.
M. Müller",B2
"Stadt X, 08 Marz 2011
Lieber Ingo,
Wie geht´s dir? Ich habe eine große Nachricht ""Ich habe eine Arbeit in Neuber gefunden"". Deshalb muss ich eine Wohnung suchen. Meine Arbeit beginnt ab 01. Juni, abere will ich von 15. Mai unziehen. Die Wohnung muss aus einem Schlafzimmer, einem Babezimmer und einer Kleinen Küche bestehen.
Könntest du mir bitte bei der Wohnungssuche helfen. Das wird nett von dir sein
Vielen Dank im Voraus
Julia",B1
"Liebe Daniela,
wie geht es Dir? Ich möchte am Samstag gehen schwimmen. Villst Du mit mir schwimmen? Habst Du Zeit? Ruf mir an. Du musst bringst einen Badeanzug, ein Badetuch und Wasser. Das ist alles.
Viele Grüße
Deine Freundin Katharina",A2
"4 ) Der Feminismus hat den Interessen der Frauen mehr geschadet als genützt . Seit Jahren sind nicht nur Mäner , sondern auch die Frauen berufstätig . Das verdanken sie den Feminismus . Jetzt darf eine Frau arbeiten , sie muss nicht zu Hause bleiben und Kinder erziehen . Sie kann während der Wahl ihre Stimme abgeben und soll dieselbe Rechte haben wie die Männer . Manche glauben zwar , dass die Frau männlich ist , wenn sie eine Feministin ist . Das ist aber nicht wahr . Erstens , wie es erwähnt wurde , bedeutet Feminismus , dass eine Frau arbeiten darf . Das kann nicht als Schaden für die Frauen bezeichnet werden . Nicht nur die Männer sind dazu geeignet , arbeitstätig zu sein . Viele Frauen wünschen sich , eine Arbeit zu haben . Warum soll man das ihnen verbieten ? Nur wegen ihres Geschlechtes ? Sie sind doch intelligente Leute . Das Recht zu arbeiten verdanken sie den Feminismus . Zweitens bedeutet der Feminismus eine Gleichberechtigung . Alle Menschen , die älter als achtzehn sind , haben fast dieselbe Rechte . Früher dürfte eine Frau während der Wahl ihre Stimme nicht abgeben , geschwiege denn , eine Politkerin sein . Auf Univerisätsniveau dürfte sie auch nicht lernen . Ihre Einbildung war , im Vergleich zu der Einbildung eines Mannes , sehr gering . Der Nobelpreis dürfte sie auch allein nicht bekommen . Das sie alle diese Rechte heute haben , verdanken die Frauen den Feminismus . Auf der anderen Seite denken viele Leute , dass es unmöglich ist , eine berufliche Karriere mit Familienleben in Zusammenhang zu bringen . Eine Feministin , ihrer Meinung nach , ist eine männliche Frau , die nie eine Familie gründen wird . Dem Stereotyp nach , ist sie verwahrlost , ungepflegt und ekelhaft . Diese Meinung finde ich falsch . Eine Femistin muss nicht unweiblich sein , sie glaubt nur , dass beide Geschlechter gleichberechtigt sind . Zum Schluss muss ich sagen , dass ich mit der Meinung , dass der Feminismus die Frauen mehr Schaden als Nützen zugefügt hat , nicht einverstanden bin . Dank dem Feminismus sind die Frauen heute gleichberechtigte Menschen , mit fast denselben Rechten und Pflichten wie die Männer .",C1
"UNIVERSITÄTSABSCHLUSSE FÜR DIE WIRKLICHE WELT "" Was soll ich an der Uni studieren ? "" ist eigentlich eine wichtige Entscheidung für viele Studenten die das Abitur bestanden haben . Ich sollte auch daran denken . Ich wollte etwas das mit Fremdsprache und Kultur zu tun hat , deswegen habe ich Anglistik / Amerikanistik studiert . Es hat mir sehr gut gefallen und ich bin zufrieden weil ich in der Bereit arbeite . Ich würde sagen dass ich "" mit dem Herz "" entschieden habe . Auf den anderen Seite gibt es viele Studenten die "" mit dem Kopf "" entscheiden , dass heisst , sie melden an der Uni für "" ein nutziges Studium "" an . Deswegen sind die Technische Universitäten so voll . Die Mehrheit von diese Studenten sind der Meinung dass mit die technische und wirtschaftliche Universitätsabschlüsse werden sie einen besser Zukunft haben . Es ist auch wichtig für viele Studenten das Studium am wenigste Zeit wie möglich zu absolvieren , sie lernen nur und am Ende hatten sie keine Arbeitserfährung . Wahrscheinlich werden manche Praktika nicht bezahlt , deswegen sind sie nicht so atraktiv . Ein Praktikum kann aber viel zahlen . Ich muss aber sagen dass die Universitäatsgebühre sind auch ein entschiedliches Faktor . In viele Länder kostet die Universität viel Geld . Ich habe mehr als 700 Euro pro jahr bezahlen , ( nur für Anmeldung und Kurse ) . Jeztz habe ich mein zweite Studium angefangen und ich muss noch ein 40 % mehr bezahlen . Man muss immer weiter lernen , die Universität ist nicht mehr genug und bereit uns nicht auf die wirkliche Welt vor . Auf dieser Grund werden mehr und mehr Masterkurse angeboten , die aber auch viel Geld kosten . Zum schliessen , ich würde sagen dass am wichtigsten ist das Studium geniessen und alle die Möglichkeiten nutzen ( Praktika , Stipendia usw. ) .",C1
